UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
Q01664	Q9Y467	7023	6297	TFAP4	SALL2	inferred by curator	21228219;29087512	Homo sapiens	TRRUST	Yes	Mm:Q9JIZ5;Rn:D3ZJT6	Dr:A0A0R4IRV6	-	-
P04637	P06400	7157	5925	TP53	RB1	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;1608930;18431400;31340985;26578589;20211142;8119988;22761861;15618023;27924024;17202159;29087512;22900683	Homo sapiens	DoRothEA;FANTOM4_via_DoRothEA;GTRD;HTRI;ORegAnno;ReMap;TFactS_via_DoRothea;TRED;TRRUST	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Dm:Q9VF04;Dr:F1Q9D6;Mm:P13405;Rn:R9PXV5	-
Q14653	Q7Z434	3661	57506	IRF3	MAVS	inferred by curator	18207245;29087512	Homo sapiens	TRRUST	Yes	Mm:P70671;Rn:Q5XIB0	-	Mm:Q8VCF0;Rn:Q66HG9	-
P25490	P29274	7528	135	YY1	ADORA2A	chromatin immunoprecipitation assay;inferred by curator	20666933;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Dr:Q29ST6;Mm:Q60613;Rn:P30543	Dr:Q29ST5
Q15853	P08700	7392	3562	USF2	IL3	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q1L959;Mm:Q64705;Rn:A0A0G2K3J3	-	-	-
Q01094	Q99102	1869	4585	E2F1	MUC4	inferred by curator	29087512;18971253;22537161;26578589	Homo sapiens	ORegAnno;PAZAR;TRRUST	Yes	Mm:Q61501;Rn:O09139	-	-	-
P19838	P48307	4790	7980	NFKB1	TFPI2	chromatin immunoprecipitation assay;inferred by curator	12757776;22761861;27924024;17202159;29087512	Homo sapiens	GTRD;TFactS_via_DoRothea;TRED;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	-	-
P01106	P49427	4609	997	MYC	CDC34	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;21252116;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1RC36;Mm:P01108	-	Dr:Q803V7;Mm:Q8CFI2;Rn:D4A453;Sc:P14682	-
Q14209	P30281	1870	896	E2F2	CCND3	inferred by curator	22761861;12611887	Homo sapiens	TFactS_via_DoRothea	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Ce:Q9U2M5;Mm:P30282;Rn:Q5U321	-
Q12772	P78329	6721	8529	SREBF2	CYP4F2	inferred by curator	17142457;22761861	Homo sapiens	TFactS_via_DoRothea	Yes	Dr:F1RC21;Mm:Q3U1N2;Rn:F1MA23	-	-	-
Q92793	P16050	1387	246	CREBBP	ALOX15	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;12517954	Homo sapiens	GTRD;TRRUST	Yes	Dr:A0A0R4IPF2;Rn:F1M9G7	Mm:F8VPR5	Mm:P39654	Rn:Q02759
P19838	P02452	4790	1277	NFKB1	COL1A1	chromatin immunoprecipitation assay;inferred by curator	11277268;22761861;27924024;17202159;29087512	Homo sapiens	GTRD;TFactS_via_DoRothea;TRED;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	-	-
O43474	P11473	9314	7421	KLF4	VDR	chromatin immunoprecipitation assay;inferred by curator	29087512;22677193;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q60793;Rn:Q923V7	-	Dr:Q1L673;Mm:P48281;Rn:G3V744	-
P01106	P20248	4609	890	MYC	CCNA2	chromatin immunoprecipitation assay;inferred by curator	29126285;7608142;22761861;27924024;29087512;14519204	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea;TRRUST	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P51943;Rn:G3V802	Dr:Q6NV43
P25490	Q6ZS81	7528	57705	YY1	WDFY4	chromatin immunoprecipitation assay;inferred by curator	29087512;22972472;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Mm:E9Q2M9	Dr:B8A470;Rn:D4A748
P16220	P43354	1385	4929	CREB1	NR4A2	chromatin immunoprecipitation assay;inferred by curator	29126285;20211142;12114266;27924024;17202159	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap;TRED	Yes	Dr:Q803K8;Mm:Q01147;Rn:P15337	Dr:E9QHG0	Dr:A0A2R9YJF7;Mm:Q06219;Rn:A0A0G2JSV4	-
Q99626	Q9BWD1	1045	39	CDX2	ACAT2	inferred by curator	16274362;29087512	Homo sapiens	TRRUST	Yes	Mm:P43241;Rn:Q9ESV7	-	Dm:Q9W0H6;Mm:Q80X81;Mm:Q8CAY6;Rn:A0A0G2JUB4	Rn:A0A096MJY8
Q16254	P68133	1874	58	E2F4	ACTA1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:P68134;Rn:P68136	-
P04637	Q99571	7157	5025	TP53	P2RX4	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Dr:F1QUQ4;Mm:Q9Z257;Rn:P51577	-
P05549	O15350	7020	7161	TFAP2A	TP73	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	-	-	Dr:B0S576;Mm:Q9JJP2	Rn:D4AA88
Q01094	P05305	1869	1906	E2F1	EDN1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Mm:P22387;Rn:P22388	-
P10275	Q14511	367	4739	AR	NEDD9	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	17202159;27924024;22900683;20610535	Homo sapiens	GTRD;HTRI;TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Dr:F1QLK3	Mm:A0A0R4J212;Rn:A0A0G2JZL7
P01106	P13747	4609	3133	MYC	HLA-E	inferred by curator	8206526;29087512	Homo sapiens	TRRUST	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P06339	-
P17947	P55290	6688	1012	SPI1	CDH13	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P17433	Dr:Q6PHV7;Rn:Q6BDS1	Mm:Q9WTR5;Rn:Q8R490	Dr:F1R6D1
Q92769	P09917	3066	240	HDAC2	ALOX5	chromatin immunoprecipitation assay;inferred by curator	29126285;29087512;21883892;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Rn:F7ENH8	Mm:A0A0R4J008	Dr:B8A697;Mm:P48999;Rn:F1LMM5	-
Q01094	P36543	1869	529	E2F1	ATP6V1E1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Dm:P54611;Mm:P50518;Rn:G3V7L8	Dr:F1RDT4;Dr:Q6NWK4
P33076	P40879	4261	1811	CIITA	SLC26A3	inferred by curator	9300700;29087512	Homo sapiens	TRRUST	Yes	-	-	Ce:O45016;Mm:Q9WVC8	Dr:Q1RLN9;Dr:Q5RGV3;Rn:Q924C9
P25490	Q13133	7528	10062	YY1	NR1H3	chromatin immunoprecipitation assay;inferred by curator	22951020;29126285;27924024;26578589	Homo sapiens	GTRD;ORegAnno;ReMap	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Ce:G5EEM0;Mm:Q9Z0Y9;Rn:Q5I035	Dr:A0A0R4IVP0
P19838	Q9BZS1	4790	50943	NFKB1	FOXP3	inferred by curator	20462637;29087512	Homo sapiens	TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:Q99JB6	Rn:D4Q8I2
Q9UNL4	P42574	51147	836	ING4	CASP3	inferred by curator	19895734;29087512	Homo sapiens	TRRUST	Yes	Dr:Q4VBS0;Mm:Q8C0D7;Rn:A1L130	-	Dm:Q9VET9;Dr:B8JK21;Mm:P70677;Rn:P55213	Dr:F1Q7K7
P08047	Q14191	6667	7486	SP1	WRN	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;11896071	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:O09053;Rn:F1LTH9	Dr:A0A0R4IHR6
P26358	Q9BWX5	1786	140628	DNMT1	GATA5	inferred by curator	24234451;22094255	Homo sapiens	IntAct_via_DoRothEA	Yes	Dr:F1RCN0;Mm:P13864;Rn:F1LQT9	-	Dr:Q9W6U0;Mm:P97489;Rn:Q5U2V0	-
P10242	P78543	4602	7832	MYB	BTG2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Dr:Q9IB77;Mm:Q04211;Rn:P27049	-
P05549	P01106	7020	4609	TFAP2A	MYC	chromatin immunoprecipitation assay;inferred by curator	29126285;20211142;7555706;27924024;17202159	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap;TRED	Yes	-	-	Dr:F1RC36;Mm:P01108	-
Q16254	Q9NPB0	1874	55776	E2F4	SAYSD1	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17202159	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:Q8K190;Rn:D3ZQ21	-
Q04206	Q6P179	5970	64167	RELA	ERAP2	chromatin immunoprecipitation assay;inferred by curator	29087512;20103633;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	-	-
P49716	Q01581	1052	3157	CEBPD	HMGCS1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:Q6P612;Mm:Q00322;Rn:Q03484	-	Dm:Q7K4Q9;Dr:A0A0R4IQG1;Mm:Q8JZK9;Rn:P17425	-
P14859	Q16778	5451	8349	POU2F1	H2BC21	chromatin immunoprecipitation assay;inferred by curator	12887926;29126285;10064132;20211142;2007132;27924024;2922260;17202159;29087512	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;ReMap;TRED;TRRUST	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	-	-
Q99626	O43474	1045	9314	CDX2	KLF4	chromatin immunoprecipitation assay;inferred by curator	22458515;29087512;27924024;23202735;11521200	Homo sapiens	GTRD;TFe_via_DoRothEA;TRRUST	Yes	Mm:P43241;Rn:Q9ESV7	-	Mm:Q60793;Rn:Q923V7	-
P41182	Q9UKV0	604	9734	BCL6	HDAC9	chromatin immunoprecipitation assay;inferred by curator	11929873;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:F1R5N6;Mm:P41183;Rn:B2GUV8	-	Mm:A0A1B0GSQ5	Rn:E5RQ38
Q8N907	Q29983	199699	100507436	DAND5	MICA	inferred by curator	29087512;19139882	Homo sapiens	TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	-	-
P05412	P28908	3725	943	JUN	TNFRSF8	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:Q60846	Rn:P97525
P49715	Q14159	1050	23514	CEBPA	SPIDR	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Dr:Q8UVZ1;Mm:P53566;Rn:A0A0H2UI22	-	Mm:Q8BGX7;Rn:A2VD15	-
P38398	P13647	672	3852	BRCA1	KRT5	chromatin immunoprecipitation assay;inferred by curator	29126285;16241993;27924024;19882246;29087512	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P48754;Rn:G3V8S5	-	Mm:Q922U2	Rn:F7FFV2
Q13363	O95471	1487	1366	CTBP1	CLDN7	chromatin immunoprecipitation assay;inferred by curator	29087512;27924024;19277896	Homo sapiens	GTRD;TRRUST	Yes	Dr:Q1RLQ4;Rn:A0A0H2UI20	Mm:A0A0J9YUM4	Dr:Q6DHP1;Mm:Q9Z261;Rn:Q9Z1L1	Dr:Q9YH92
Q01094	O00444	1869	10733	E2F1	PLK4	chromatin immunoprecipitation assay;inferred by curator	22761861;18439978;29126285;27924024	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Mm:Q61501;Rn:O09139	-	Dm:O97143;Dr:F1RB74;Mm:Q64702;Rn:B2GUY1	-
P31629	P17693	3097	3135	HIVEP2	HLA-G	inferred by curator	1409593;29087512	Homo sapiens	TRRUST	Yes	Mm:Q3UHF7	Dr:A0A286Y903;Rn:G3V7H8	-	-
Q07869	P35354	5465	5743	PPARA	PTGS2	inferred by curator	17202159;29087512;11412039	Homo sapiens	TRED;TRRUST	Yes	Dr:K7DY57;Mm:P23204;Rn:P37230	-	Dr:Q5RI06;Mm:Q05769;Rn:P35355	-
P10275	P18031	367	5770	AR	PTPN1	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	22282656;29126285;20610535;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:P35821;Rn:P20417	Ce:G5EGA9
P01106	Q11206	4609	6484	MYC	ST3GAL4	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;22547830	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1RC36;Mm:P01108	-	Dr:F1QZT7;Mm:Q91Y74;Rn:P61131	-
P18146	P43007	1958	6509	EGR1	SLC1A4	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	Mm:O35874;Rn:Q76GL9	Dr:Q7ZZ28
P05412	P01033	3725	7076	JUN	TIMP1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:P12032;Rn:P30120	-
Q02447	P05108	6670	1583	SP3	CYP11A1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:O70494;Rn:A0A0G2K5M1	Dr:B0R082	Mm:Q9QZ82;Rn:A0A0H2UHG1	Dr:F1R1K0;Dr:Q7SYJ6
P51692	P13725	6777	5008	STAT5B	OSM	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P42232;Rn:A0A0G2JSR4	-	Mm:P53347	Rn:Q65Z15
O43248	P04271	3227	6285	HOXC11	S100B	chromatin immunoprecipitation assay;inferred by curator	20145129;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:P31313	Rn:D4ACL0	Dr:Q6DGT8;Mm:P50114;Rn:P04631	-
P04637	Q00688	7157	2287	TP53	FKBP3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:Q62446;Rn:G3V6L9	-
P10070	Q13257	2736	4085	GLI2	MAD2L1	chromatin immunoprecipitation assay;inferred by curator	22761861;14691458;27924024	Homo sapiens	GTRD;TFactS_via_DoRothea	Yes	Mm:Q0VGT2;Rn:F1M2B7	Dr:B0S6T1	Ce:Q9NGT3;Dm:Q9VRQ2;Mm:Q9Z1B5;Rn:D4ACM2;Sc:P40958	Dr:F1QHN1
P37275	P41182	6935	604	ZEB1	BCL6	chromatin immunoprecipitation assay;inferred by curator	29087512;20175752;29126285	Homo sapiens	ReMap;TRRUST	Yes	Dr:F1QPM7;Mm:Q64318;Rn:F8WG35	-	Dr:F1R5N6;Mm:P41183;Rn:B2GUV8	-
Q8N907	P63162	199699	6638;8926	DAND5	SNRPN	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;16116039	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P63163;Rn:P63164	-
P23771	Q15669	2625	399	GATA3	RHOH	chromatin immunoprecipitation assay;inferred by curator	29126285;19559773;18971253;27924024;22900683	Homo sapiens	GTRD;HTRI;PAZAR;ReMap	Yes	Dr:Q91428;Mm:P23772;Rn:Q99NH5	-	Mm:Q9D3G9;Rn:Q5BJZ5	Dr:F1R1D2
P08047	Q9Y238	6667	9940	SP1	DLEC1	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	27924024;22900683;29126285;19116449	Homo sapiens	GTRD;HTRI;ReMap	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Rn:D3ZAF3	Dr:E9QEP3;Mm:E9Q8C0
O15350	P06899	7161	8970	TP73	H2BC11	inferred by curator	21725362;24234451	Homo sapiens	IntAct_via_DoRothEA	Yes	Dr:B0S576;Mm:Q9JJP2	Rn:D4AA88	-	-
Q04206	Q03519	5970	6891	RELA	TAP2	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;18694960	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	-	-
Q15853	P27708	7392	790	USF2	CAD	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q1L959;Mm:Q64705;Rn:A0A0G2K3J3	-	Ce:Q18990;Dm:P05990;Mm:B2RQC6;Rn:D4A8A0	-
P08047	P51659	6667	3295	SP1	HSD17B4	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Dm:Q9VXJ0;Mm:P51660;Sc:Q02207	Dr:Q8AYH1;Rn:Q6IN39
Q16254	P08727	1874	3880	E2F4	KRT19	chromatin immunoprecipitation assay;inferred by curator	29126285;17202159	Homo sapiens	ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	Mm:P19001	Rn:Q63279
Q07869	Q02928	5465	1579	PPARA	CYP4A11	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:K7DY57;Mm:P23204;Rn:P37230	-	-	-
Q01543	O14796	2313	117157	FLI1	SH2D1B	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P26323;Rn:Q4Z8P1	Dr:Q9PU61	Dr:E7F659;Mm:Q45HK4;Mm:Q149T1	Rn:D3ZF46;Rn:D4A9E3
Q92922	Q92597	6599	10397	SMARCC1	NDRG1	chromatin immunoprecipitation assay;inferred by curator	27924024;24234451;24434208	Homo sapiens	GTRD;IntAct_via_DoRothEA	Yes	Mm:P97496;Rn:A0A0G2K9D6	Dr:F1Q9K1	Mm:Q62433;Rn:Q6JE36	-
Q01094	P25800	1869	4004	E2F1	LMO1	chromatin immunoprecipitation assay;inferred by curator	17202159;18971253;27924024;26578589	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED	Yes	Mm:Q61501;Rn:O09139	-	Dm:Q8IRC7;Dr:Q8JFQ2;Mm:Q924W9;Rn:A0A0G2K422	-
P52952	P43694	1482	2626	NKX2-5	GATA4	inferred by curator	29087512;19479054	Homo sapiens	TRRUST	Yes	Mm:P42582;Rn:G3V8T2	Dr:F1RCL3	Rn:P46152	Dr:A0A0R4ILP3;Mm:E9PXW9
P10242	Q15043	4602	23516	MYB	SLC39A14	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Dr:A0A0G2KQY6;Mm:Q75N73;Rn:D3ZZM0	-
Q00653	Q00534	4791	1021	NFKB2	CDK6	chromatin immunoprecipitation assay;inferred by curator	18504428;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q0II00;Mm:Q9WTK5;Rn:Q5U2Z4	-	Dr:I3IT74;Mm:Q64261;Rn:F1MA87	-
P26358	Q8N474	1786	6422	DNMT1	SFRP1	inferred by curator	29087512;24374650;23770846	Homo sapiens	TRRUST	Yes	Dr:F1RCN0;Mm:P13864;Rn:F1LQT9	-	Ce:Q9GUF5;Mm:Q8C4U3;Rn:F1LLX7	-
P04637	Q15327	7157	27063	TP53	ANKRD1	chromatin immunoprecipitation assay;inferred by curator	29087512;20599664;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Dr:E7F095;Mm:Q9CR42;Rn:Q8R560	Dr:F1QQ98
P40763	P15692	6774	7422	STAT3	VEGFA	chromatin immunoprecipitation assay;inferred by curator	29126285;21731766;27899662;22313388;20043094;27924024;21278793;17202159;29087512;18408167;19284568;21172343;16899623;19020709;22900683;23750211;16540670;17533737;15735682;17937859;24234451;19880237;21344490;12824281;25101566;23104276;18320073;17169602;22761861;18184402;21418908;20236940;11960372	Homo sapiens	GTRD;HTRI;IntAct_via_DoRothEA;KEGG_via_DoRothEA;ReMap;TFactS_via_DoRothea;TRED;TRRUST	Yes	-	-	Dr:O73682	Mm:E9Q4N8
Q13127	P35372	5978	4988	REST	OPRM1	chromatin immunoprecipitation assay;inferred by curator	15322094;19913583;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	-	-	Dr:B8JHS2;Mm:P42866;Rn:P33535	-
P25490	P25445	7528	355	YY1	FAS	chromatin immunoprecipitation assay;inferred by curator	17530016;29126285;16784892;22761861;27924024;29087512;11418634	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea;TRRUST	Yes	Mm:Q00899;Rn:Q8CHJ4	-	Mm:P25446;Rn:F1LWQ2	-
P10242	P08123	4602	1278	MYB	COL1A2	inferred by curator	29087512;9989795	Homo sapiens	TRRUST	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Mm:Q01149	Dr:Q6IQX2;Rn:A0A0G2KAN1;Rn:F1LS40
Q14526	Q01094	3090	1869	HIC1	E2F1	inferred by curator	19491197;22458515;19015639;19486893;29087512	Homo sapiens	TFe_via_DoRothEA;TRRUST	Yes	-	-	Mm:Q61501;Rn:O09139	-
Q16666	P04637	3428	7157	IFI16	TP53	inferred by curator	29087512;22618232	Homo sapiens	TRRUST	Yes	-	-	Mm:P02340	Dr:B0R0M3;Rn:M0R497
Q04206	P48061	5970	6387	RELA	CXCL12	chromatin immunoprecipitation assay;inferred by curator	29087512;17530707;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	Dr:Q8AV10;Dr:Q6V9B5;Mm:P40224;Rn:Q80YV8	-
P10275	Q9HD89	367	56729	AR	RETN	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:Q99P87	Rn:Q8K4J7
P61371	Q06413	3670	4208	ISL1	MEF2C	chromatin immunoprecipitation assay;inferred by curator	23152444;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:P53405;Mm:P61372;Rn:P61374	Dm:Q9Y0Z9	-	Dr:E9QCL1;Dr:A2BGA7;Mm:A0A0H2UH28;Rn:A0A096MJY4
O75376	Q00796	9611	6652	NCOR1	SORD	inferred by curator	23518348;24234451	Homo sapiens	IntAct_via_DoRothEA	Yes	Rn:A0A0G2K2B4	Mm:Q5RIM6	Ce:Q21703;Ce:Q21702;Dm:O96299;Dr:F1Q713;Mm:Q64442;Rn:P27867;Sc:Q07786;Sc:P35497;Sc:Q07993	Dm:O97479
P08047	P41159	6667	3952	SP1	LEP	chromatin immunoprecipitation assay;inferred by curator	26578589;18559540;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:P41160	Rn:P50596
Q15561	P15692	7004	7422	TEAD4	VEGFA	chromatin immunoprecipitation assay;inferred by curator	22761647;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	-	Mm:A0A0R4IZY5;Rn:F1M665	Dr:O73682	Mm:E9Q4N8
P51692	P25942	6777	958	STAT5B	CD40	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P42232;Rn:A0A0G2JSR4	-	Mm:P27512;Rn:Q4QQW2	-
P42226	P10914	6778	3659	STAT6	IRF1	chromatin immunoprecipitation assay;inferred by curator	24234451;8810328;20211142;10528163;27924024	Homo sapiens	FANTOM4_via_DoRothEA;GTRD;IntAct_via_DoRothEA	Yes	-	-	Mm:P15314;Rn:Q6DGG4	-
P14921	P40424	2113	5087	ETS1	PBX1	chromatin immunoprecipitation assay;inferred by curator	12200232;26578589;20019798;21401636;18971253;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;TRRUST	Yes	Mm:P27577;Rn:P41156	-	Dr:F1QSY5;Mm:P41778	Dr:Q9I9B6;Rn:D3ZJI6
Q01094	Q9H492	1869	84557	E2F1	MAP1LC3A	chromatin immunoprecipitation assay;inferred by curator	22761861;29087512;18408756;27924024	Homo sapiens	GTRD;TFactS_via_DoRothea;TRRUST	Yes	Mm:Q61501;Rn:O09139	-	Mm:Q91VR7;Rn:Q6XVN8	Dr:Q6NX90
P05412	P25445	3725	355	JUN	FAS	chromatin immunoprecipitation assay;inferred by curator	29126285;27899662;19670268;10903433;27924024;17202159;29087512	Homo sapiens	GTRD;KEGG_via_DoRothEA;ReMap;TRED;TRRUST	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:P25446;Rn:F1LWQ2	-
P15336	P13747	1386	3133	ATF2	HLA-E	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P16951;Rn:Q00969	Dr:F1QIZ9	Mm:P06339	-
P08047	P13942	6667	1302	SP1	COL11A2	chromatin immunoprecipitation assay;inferred by curator	16734381;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	-	-
Q99453	Q9UM73	8929	238	PHOX2B	ALK	inferred by curator	20957039;29087512	Homo sapiens	TRRUST	Yes	Mm:O35690	Dr:A0A0J9YJE3;Rn:A0A0G2JYE6	Dm:Q7KJ08;Mm:P97793;Rn:F1LRZ0	-
Q14872	P49763	4520	5228	MTF1	PGF	inferred by curator	29087512;19956853	Homo sapiens	TRRUST	Yes	Mm:Q07243;Rn:D3ZBT4	Dr:E7F5B0	Rn:Q63434	Dr:X1WBL7
P48380	P05230	5991	2246	RFX3	FGF1	chromatin immunoprecipitation assay;inferred by curator	22415835;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:P48381	Rn:A0A0G2JYT9	Mm:P61148;Rn:P61149	Dr:A0A0R4I9A1
